104806,variable,я10108,,"Плинтус 16*80*2070 Прямой",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,,"Погонаж > Плинтус",,,https://dveri-novo.ru/wp-content/uploads/2025/07/plintus_2_e-2.png,,,,,,,,,0,,Цвет,"Deep Blue, Deep Green, Аляска, Антрацит, Варм грей, Дуб Светлый, Дуб Темный, Магнолия, Манхеттен, Милк, Силк Грей",1,1,Покрытие,renolit,1,1,"Наличие на складе","В наличии, Под заказ",1,1,default,1,1,Аляска,Производитель,"Aurum Doors",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,																			
104820,variable,я10120,,"Плинтус 16*80*2070 Фигурный",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,,"Погонаж > Плинтус",,,https://dveri-novo.ru/wp-content/uploads/2025/07/plintus_2_e-2.png,,,,,,,,,0,,Цвет,"Deep Blue, Deep Green, Аляска, Антрацит, Варм грей, Дуб Светлый, Дуб Темный, Магнолия, Манхеттен, Милк, Силк Грей",1,1,Покрытие,renolit,1,1,"Наличие на складе","Под заказ",1,1,default,1,1,Аляска,Производитель,"Aurum Doors",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,																			
104833,variable,я10132,,"Плинтус 16*80*2070 Ступенчатый",1,0,visible,,,,,none,,1,,,0,0,,,,,0,,,,"Погонаж > Плинтус",,,https://dveri-novo.ru/wp-content/uploads/2025/07/plintus_2_e-2.png,,,,,,,,,0,,Цвет,"Deep Blue, Deep Green, Аляска, Антрацит, Варм грей, Дуб Светлый, Дуб Темный, Магнолия, Манхеттен, Милк, Силк Грей",1,1,Покрытие,renolit,1,1,"Наличие на складе","Под заказ",1,1,default,1,1,Аляска,Производитель,"Aurum Doors",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,																			
105674,variable,700001,,"101.1.max_2300*800  Белый лёд",1,0,visible,"Высота 160 - 230.4 — стоимость квадратного метра изделия при высоте в указанном диапазоне.","Межкомнатные перегородки от Optima Porto («Оптима Порто») — это современные конструкции, которые используются для зонирования пространства внутри помещений. Они сочетают в себе функциональность, эстетику и высокое качество материалов																			
\nЗонирование пространства без потери света (особенно актуально для стеклянных перегородок).																			
\nЛегкость и мобильность — конструкции не перегружают интерьер и легко перемещаются.																			
\nПрочность и безопасность — используются закаленные материалы и надежная фурнитура.																			
\nШумоизоляция — в зависимости от модели, перегородки обеспечивают разный уровень звукоизоляции.																			
\nСтильный дизайн — подходят для офисов, квартир, торговых площадей, лофтов и других помещений.",,,none,,1,,,0,0,,,,,0,,,,Перегородки,,,https://dveri-novo.ru/wp-content/uploads/2025/07/item_205834-1.jpg,,,,,,,,,0,,Цвет,"Бежевый, Белый лёд, Белый снежный, Венге FL, Дуб беленый FL, Дуб серый FL, Орех NL, Пепельный, серебристый, Серый, Ясень перламутровый, Ясень светлый, Ясень тёмный",0,1,Покрытие,Экошпон,1,1,Остекление,"Щит МДФ",0,1,default,1,1,"Венге FL",Конструкция,Царговая,1,1,15,30,110,160,230,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,,,text,,,,,text,,,,,text,,,,,text,,,,,text,,,0,0,,"Щит МДФ",Производитель,"Optima Porte",1,1,"109455,109467,109470,109473,109476,109482,109485,109491,109500,109479,109506,113892",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,																			
105701,variable,700014,,"101.2.max_2300*800  Белый лёд",1,0,visible,"Высота 160 - 230.4 — стоимость квадратного метра изделия при высоте в указанном диапазоне.","Межкомнатные перегородки от Optima Porto («Оптима Порто») — это современные конструкции, которые используются для зонирования пространства внутри помещений. Они сочетают в себе функциональность, эстетику и высокое качество материалов																			
